PID,Condition,Expert/Novice (E/N),Gender,Age Range,Pre-Survey / Q1,Q2,Q3,Task - Shape Recognition / Performance - x/4,Time spent,Task - Volume estimation / Performance - correct? (1/0),Time spent,NASA LTX Session 1 - Low cognition tasks / Q1,Q2,Q3,Q4,Q5,Q6,Shape Matching Task 1 - Easy / User Value Input / a,b,c,m,Volume,User Changed Values x times / a,b,c,m,Mesh Overlapping time,Total Time,Performance Score,Shape Matching Task 2 - Hard / User Value Input / a,b,c,m,Volume,User Changed Values x times / a,b,c,m,Mesh Overlapping time,Total Time,Performance Score,Shape Matching Task 3 - Rock Shape Matching / User Value Input / a,b,c,m,Volume,User Changed Values x times / a,b,c,m,Mesh Overlapping time,Total Time,Performance Score,NASA LTX Session 2 - Medium cognition tasks / Q1,Q2,Q3,Q4,Q5,Q6,Gripper Operation / Attempts,Total Time,Gripper Design 1 - Size Effects / Model Choice,Animation Choice,Observing Time on robot / design 1,design 2,design 3,Observing time on hand / design 1,design 2,design 3,Animation play time / design1,design 2,design 3,Total Time,Gripper Design 2 - Shape Effects / Model choice,Animation choice,Observing Time on robot / design 1,design 2,design 3,Observing time on hand / design 1,design 2,design 3,Animation play time / design 1,design 2,design3,Total Time,Gripper Design 3 - Nubs Effects / Model choice,Animation choice,Observing Time on robot / design 1,design 2,design 3,Observing time on hand / design 1,design 2,design 3,Animation play time / design 1,design 2,design 3,Total Time,NASA LTX Session 3 - High cognition tasks / Q1,Q2,Q3,Q4,Q5,Q6,Q4,Q5,T1_barr_meanF_pct,T2_barr_meanF_pct,T3_barr_meanF_pct,T1_vol_err_signed_pct,T2_vol_err_signed_pct,T3_vol_err_signed_pct
DP001,Desktop,N,M,18-24,0,0,No,4,14.3,1,13.636,1,1,0,9,0,0,0.8,0.5,0.6,5,1.663285198213035,12,12,13,5,0,172.424,92.9520855873102,0.7,0.3,0.9,3,1.076654289345358,9,6,5,11,0,161.088,89.90075754769505,0.7,0.4,0.7,4.4,1.3111399283273,8,10,9,9,0,164.97,77.31620656156953,12,10,6,14,11,3,2,70.616,2,2,78.2,20.3,60.5,2,6,4,9.9|100% x 1 + 30%,9.4|100% x 1 + 23%,54.6|100% x 7 + 19%,159.3,1,2,38.8,186,111.4,6,7,6,38.3|100% x 5,18.3|100% x 2 + 40%,95.9|100% x 12 + 61%,336.5,3,3,27.9,93.1,114.5,6,7,10,8.1|100%x1+6%,20.6|100%x2+71%,99.1|100%x13+4%,235.8,8,3,10,12,12,2,2,No discomfort experienced,2.4000,5.8200,8.3000,5.8800,-12.3700,24.2220
DP002,Desktop,N,F,18-24,1,0,Yes,2,12.9,1,13.457,1,0,1,16,5,0,0.5,0.6,0.9,3.7,1.699193081136877,8,5,4,3,0,97.144,90.55514565089972,0.3,0.7,1,2.5,1.065034916539883,8,8,1,4,0,76.756,89.18824588925615,0.5,0.8,0.5,2,0.8377580409572783,9,10,0,0,0,87.24,68.85646217867922,8,15,7,15,5,0,1,34.753,2,2,27.5,18.1,108.2,2,5,4,13.3|100% x 1 + 75%,9.6|100% x 1 + 26%,49.2|100% x 6 + 48%,154.1,3,3,26,11.8,128.5,0,0,0,5.9|78%,5.5|72%,12.8|100% x 1 + 68%,166.7,1,1,14,13.1,166.9,4,4,5,2.4|31%,6.7|89%,12.8|100%x1+68%,194.4,1,3,0,18,0,0,2,No discomfort experienced,3.0700,7.4700,20.0080,8.1600,-13.3200,-20.6280
DP003,Desktop,N,F,18-24,1,1,Yes,4,18.51,0,11.22,0,0,0,18,0,0,0.7,0.6,0.7,2,1.231504320207198,2,1,1,0,0,52.941,47.80149540056541,0.5,1.4,0.6,2,1.759291886010284,0,2,1,0,0,18.756,61.3515206426992,0.4,0.9,1,3.4,2.1846877533596483,3,3,2,5,0,45.06,48.81836611157942,3,0,0,10,0,0,2,28.153,2,2,117.2,25.3,78.5,0,0,0,11.3|100% x 1 + 48%,23.9|100% x 3 + 15%,69.7|100% x 9 + 17%,221.3,3,2,61.9,19.9,104.3,0,0,0,7.9|100% x 1,19.3|100% x 2 + 54%,9.6|100% x 1 + 27%,189.4,3,3,52.1,49.1,138.2,0,0,0,14.0|100%x1+84%,26.2|100%x3+45%,8.4|100%x1+10%,254.8,10,0,8,20,8,0,1,No discomfort experienced,13.7400,15.5900,17.8080,-21.6100,43.1900,106.9850
DP004,Desktop,N,F,25-34,1,2,No,4,54.94,0,29.678,5,12,10,17,14,4,0.5,0.5,0.5,2,0.5235987755982987,0,0,0,0,0,93.896,28.44041912029582,0.5,0.5,0.5,2,0.5235987755982987,0,0,0,0,0,22.847,32.81948597961032,0.5,0.5,0.5,2,0.5235987755982989,0,0,0,0,0,33.42,57.91057449127415,9,7,9,15,6,1,1,4.076,2,2,304.3,30.1,47.3,2,2,6,0.0|0%,0.0|0%,0.0|0%,391.9,1,2,115.8,17,9.2,1,0,0,8.5|100% x 1 + 12%,74.8|100% x 9 + 85%,5.0|66%,148.2,3,3,6.9,2.1,102.6,0,0,0,0.0|0%,0.0|0%,47.7|100%x6+27%,113.1,11,0,13,3,10,4,4,No discomfort experienced,47.7100,46.4500,34.9390,-66.6700,-57.3900,-50.3920
DP005,Desktop,N,M,18-24,1,1,No,4,28.67,1,22.2,5,2,1,10,1,1,0.6,0.5,0.8,4.5,1.616364041764619,10,10,5,8,0,155.193,97.05189585663858,0.5,0.7,1,2.5,1.775058194233139,5,3,2,3,0,66.251,72.28563087314896,0.7,0.6,0.7,2.3,1.3980225466598892,2,1,4,2,0,56.56,72.1970905419077,14,14,6,12,12,10,3,81.671,1,2,38.2,62.8,18.9,0,2,0,4.6|60%,5.0|65%,0.0|0%,120.2,2,2,36.5,16.3,53.3,0,0,0,6.1|81%,5.6|73%,38.2|100% x 5,106.5,3,3,29.5,14.4,21.2,0,3,0,25.6|100%x3+36%,5.3|70%,6.5|86%,68.3,12,5,3,12,8,1,3,No discomfort experienced,1.8400,12.5500,12.3790,2.8900,44.4700,32.4540
DP006,Desktop,N,M,18-24,0,1,Yes,4,21.43,1,23.444,3,0,0,15,3,0,0.5,0.6,0.8,5,1.663285198213035,4,8,8,1,0,74.713,92.95208558731018,0.4,0.7,1,3.2,1.650402299320955,7,5,2,2,0,68.899,79.54911786935371,0.7,0.7,0.4,2.2,0.8975871516954328,2,1,1,3,0,50.02,81.09148562662267,10,4,0,10,7,0,3,66.567,2,2,103.8,18.3,52.2,2,6,0,10.0|100% x 1 + 32%,12.0|100% x 1 + 58%,47.3|100% x 6 + 22%,174.6,2,2,74.7,16.7,55.6,0,0,4,9.4|100% x 1 + 23%,9.4|100% x 1 + 24%,35.7|100% x 4 + 70%,147.2,1,1,60.4,23.9,86.6,0,0,0,9.0|100%x1+19%,9.5|100%x1+25%,79.2|100%x10+43%,171.2,13,9,0,17,10,0,0,No discomfort experienced,2.4000,10.3000,9.1320,5.8800,34.3200,-14.9590
DP007,Desktop,N,M,18-24,2,1,Yes,4,46.53,1,16.879,10,6,15,20,10,4,0.6,0.6,0.8,4.5,1.939636850117543,6,8,5,6,0,171.367,85.79560836129964,0.4,0.7,1,3.2,1.650402299320955,7,3,2,3,0,64.319,79.54911786935371,0.8,0.8,0.3,3.2,1.1317044338200832,4,4,5,2,0,67.9,78.86271683035825,16,8,7,15,16,3,1,48.487,2,2,26.7,59.6,48.8,3,5,0,49.2|100% x 6 + 47%,5.6|74%,10.9|100% x 1 + 43%,135.4,2,2,13.8,68.6,38.6,6,3,2,7.8|100% x 1,3.8|51%,30.9|100% x 4 + 6%,121.3,1,1,39.5,25.4,44.7,0,0,0,27.5|100%x3+62%,8.2|100%x1+7%,7.0|92%,109.9,16,10,10,19,10,9,1,No discomfort experienced,7.0000,10.3000,14.9020,23.4700,34.3200,7.2220
DP008,Desktop,N,M,18-24,0,0,No,4,60.38,1,16.033,8,2,0,18,7,1,0.6,0.5,0.9,5,1.871195847989664,7,15,20,10,0,270.815,86.10196048325483,0.4,0.8,1,2.5,1.622910349013156,7,7,7,9,0,172.751,84.17465766821425,0.7,0.6,0.5,3,1.1962825437170657,2,2,0,7,0,88.72,89.73656984224961,15,10,2,13,13,2,1,33.547,2,2,38.1,116.5,98.1,2,9,4,9.9|100% x 1 + 30%,6.9|91%,11.4|100% x 1 + 50%,253,2,3,172.7,34.8,38.6,2,6,8,17.2|100% x 2 + 27%,105.8|100% x 13 + 92%,19.2|100% x 2 + 52%,246.4,1,3,20.8,28.4,171.6,2,2,2,9.9|100%x1+30%,19.0|100%x2+49%,92.5|100%x12+18%,221.1,10,2,2,13,10,1,3,No discomfort experienced,4.9500,9.5200,11.7190,19.1100,32.0900,13.3400
DP009,Desktop,N,M,18-24,0,0,No,4,22.52,1,7.247,0,0,0,20,0,0,0.5,0.6,1,3.8,1.907945652965415,9,6,3,1,0,127.785,85.17683972131982,0.4,0.7,1,2.8,1.531999893978858,6,4,1,6,0,80.224,86.75199590780151,0.4,0.9,0.7,3.1,1.4612476968439339,3,6,4,1,0,67.71,78.91805500006193,15,15,10,10,18,0,6,54.628,2,2,91.4,26.9,62.6,0,2,0,10.8|100% x 1 + 42%,11.4|100% x 1 + 50%,40.6|100% x 5 + 34%,181.2,3,2,107.5,32.5,123,4,7,8,5.6|73%,10.1|100% x 1 + 33%,20.3|100% x 2 + 67%,277.3,1,3,61.4,14.9,43.3,0,3,10,6.5|86%,8.2|100%x1+8%,26.0|100%x3+42%,142.3,10,10,0,10,18,0,2,No discomfort experienced,5.1600,8.1000,9.9560,21.4500,24.6900,38.4440
DP010,Desktop,E,F,45-54,4,3,Yes,4,33.13,1,10.123,5,4,4,10,5,4,0.6,0.6,0.6,4.6,1.464035287375334,3,5,2,4,0,60.841,82.02494322295854,0.5,0.7,0.4,3.8,0.8903746380505271,6,7,6,9,0,61.341,66.32149471064632,0.3,0.7,1,3.6,1.3067897024547233,7,3,17,6,0,74.57,66.96509357268205,12,12,10,10,13,11,3,54.359,2,2,21.9,32.1,121.9,5,2,3,9.2|100% x 1 + 21%,9.2|100% x 1 + 21%,83.8|100% x 11,176.3,3,2,29.6,18.5,113.2,2,3,7,10.1|100% x 1 + 33%,9.6|100% x 1 + 27%,9.1|100% x 1 + 20%,161.5,3,1,31.1,85.4,57,0,7,3,19.6|100%x2+58%,9.9|100%x1+30%,9.4|100%x1+23%,176.4,15,13,10,15,10,7,4,No discomfort experienced,13.1700,18.7800,16.4630,-6.8100,-27.5300,23.8100
DP011,Desktop,N,M,18-24,1,0,Yes,4,52.52,0,18.947,0,1,0,20,0,0,0.5,0.7,0.8,4.7,1.909294180815431,11,13,12,10,0,158.529,86.11638786077295,0.4,0.7,1,2.5,1.420046555386511,12,10,7,14,0,101.514,88.28734663905125,0.5,0.9,0.7,4.3,2.0921359011941822,2,3,5,2,0,61.23,53.76665086018524,10,10,7,17,8,0,1,60.88,3,2,118.6,10.2,77.4,0,8,5,5.4|71%,4.2|56%,13.3|100% x 1 + 75%,219.9,2,3,75.9,4.3,11.7,2,3,5,0.0|0%,4.6|60%,0.0|0%,102.4,2,2,10.6,69.5,26.1,3,7,8,0.0|0%,0.0|0%,0.0|0%,119.6,10,14,8,13,8,0,1,No discomfort experienced,6.4000,6.1000,19.5660,21.5400,15.5800,98.2170
DP012,Desktop,N,M,18-24,1,1,No,4,18.01,1,7.054,0,0,0,20,0,0,0.5,0.6,0.9,4.8,1.851628793687959,15,8,9,14,0,168.814,87.68093433885782,0.7,0.7,1,3,2.791325935339816,1,5,4,1,0,31.294,31.37756645842966,0.6,0.4,0.8,3.6,1.1947791565300325,5,5,7,3,0,101.37,85.65610856907348,10,20,0,5,20,5,4,82.31,2,2,120.7,53.2,11.2,3,9,0,5.1|67%,29.6|100% x 3 + 89%,5.0|66%,188.2,2,2,98.7,82.4,15.7,2,4,7,34.5|100% x 4 + 54%,4.4|58%,0.0|0%,197.1,1,3,47.9,66.3,78.8,0,4,2,4.2|55%,6.4|85%,67.2|100%x8+84%,195.6,5,0,5,20,5,0,0,No discomfort experienced,4.6600,21.4800,8.8850,17.8700,127.1800,13.1980
DP013,Desktop,N,F,18-24,3,2,Yes,4,22.38,1,9.557,4,0,2,18,0,0,0.6,0.7,0.9,4.2,2.491516952420069,3,5,5,2,0,78.218,79.36360964138741,0.4,0.8,1,3,1.822906733283146,7,5,3,3,0,81.593,78.12809469705905,0.8,0.4,0.7,2.5,1.1360372443092084,3,1,1,4,0,104.67,88.36319678645337,10,5,2,18,5,0,1,52.36,2,2,87.4,85.8,152.2,0,6,0,6.6|87%,8.5|100% x 1 + 12%,11.2|100% x 1 + 47%,339.6,3,3,23.3,21.1,250.7,3,0,3,6.7|88%,10.0|100% x 1 + 32%,9.3|100% x 1 + 22%,295.4,1,1,96.1,43.4,138.1,0,7,10,5.0|65%,9.3|100%x1+22%,16.0|100%x2+10%,338.4,10,5,2,16,8,0,2,No discomfort experienced,12.9700,12.9900,6.6460,58.6000,48.3600,7.6320
DP014,Desktop,N,M,18-24,2,2,No,1,48.17,1,13.003,10,10,7,10,10,2,0.5,0.5,1,4.6,1.694485286314043,12,7,5,6,0,102.181,86.58128738471169,0.3,1,1,3.7,1.887992312374307,9,9,9,7,0,116.086,63.77535557401126,0.6,0.6,0.4,5,0.9979711189278209,1,4,5,3,0,68.52,81.22526899969014,20,2,15,4,7,17,1,42.527,2,2,187.2,13.9,13.7,0,3,0,6.6|87%,11.8|100% x 1 + 55%,5.5|73%,215.1,2,2,133.4,15.4,120.3,0,0,0,5.6|74%,5.1|67%,9.1|100% x 1 + 20%,277.6,1,2,45.3,294.4,17.4,0,0,0,6.0|79%,277.6|100%x36+52%,7.5|98%,360.3,12,2,7,10,10,10,3,No discomfort experienced,10.0400,11.6500,9.7380,7.8600,53.6600,-5.4490
DP015,Desktop,N,F,35-44,0,0,No,2,95.18,1,16.755,8,10,12,9,17,5,0.6,0.6,0.9,5,2.245435017587597,10,6,6,5,0,144.25,76.4877846786712,0.5,0.7,1,4.5,2.357197560906736,0,5,2,4,0,50.517,45.95943396599219,0.9,0.5,0.1,4.8,0.30860479894799336,2,4,4,11,0,87.82,0,14,7,3,8,16,4,1,44.715,3,3,20.7,14.9,200.4,0,3,0,0.0|0%,0.0|0%,115.1|100% x 15 + 15%,242.6,3,2,11.2,6.7,214.7,0,0,2,0.0|0%,0.0|0%,157.5|100% x 20 + 73%,232.9,1,1,39.4,18.6,40.9,0,0,0,4.7|62%,9.8|100%x1+29%,31.3|100%x4+12%,107.1,15,14,8,8,12,9,5,"Mild discomfort (lasted <10 mins, did not affect task completion)",10.6700,19.9600,152.4920,42.9400,91.8500,-70.7620
DP016,Desktop,N,M,35-44,0,1,Yes,2,38.5,1,13.794,10,10,7,19,10,0,0.6,0.8,0.4,3.3,1.148954709311705,4,3,1,1,0,77.396,77.3415125362476,1,0.7,0.7,2.4,2.410265551626028,2,1,3,1,0,30.79,40.79474519116079,0.6,0.8,0.3,3.4,0.8738751013438593,3,2,2,9,0,55.58,78.68275920280387,12,11,2,11,10,0,1,11.608,3,3,48.4,4.5,63.7,0,5,2,0.0|0%,0.0|0%,34.9|100% x 4 + 59%,137.9,3,2,22.2,53,30.6,3,1,4,17.7|100% x 2 + 33%,0.0|0%,0.0|0%,106.2,3,3,1.1,2.5,30.1,0,0,0,0.0|0%,0.0|0%,13.6|100%x1+79%,38,6,6,6,0,4,0,4,"Mild discomfort (lasted <10 mins, did not affect task completion)",13.4000,18.1900,15.9900,-26.8600,96.1700,-17.2060
DP017,Desktop,N,M,25-34,2,3,Yes,4,104.38,1,16.455,10,2,1,16,1,5,0.6,0.6,0.9,4.2,2.135585959217202,5,3,11,5,0,105.812,84.1358024691358,0.4,0.7,1,2.6,1.459938519728352,2,6,3,9,0,81.563,88.59886946589454,0.7,0.4,0.6,3.9,1.0790010483474746,4,6,9,5,0,90.55,90.38277501742262,19,19,2,5,18,15,2,51.624,2,2,242.4,21.9,155.9,3,3,2,13.1|100% x 1 + 73%,22.2|100% x 2 + 92%,5.9|78%,454.5,2,3,103.3,11.9,60,2,3,2,5.7|75%,7.9|100% x 1,53.5|100% x 7,175.6,1,1,13.2,42,114,0,0,5,4.9|65%,12.0|100%x1+58%,15.9|100%x2+9%,256.4,12,10,2,13,4,3,2,No discomfort experienced,9.2700,6.7600,7.8140,35.9400,18.8200,2.2280
DP018,Desktop,N,F,25-34,1,0,No,4,15.25,1,16.229,7,1,0,17,5,0,0.6,0.8,0.6,4.6,1.952047049833778,13,11,5,11,0,157.411,84.85777833288836,1,0.7,0.4,2.3,1.331450044437989,6,5,14,10,0,108.907,87.54015515147674,0.7,0.8,0.6,2.9,1.8774724164203473,4,3,6,5,0,70.83,68.16163125435375,17,1,14,5,16,10,4,72.113,1,2,35.6,37,23.2,7,3,4,10.2|100% x 1 + 34%,6.4|84%,5.0|66%,153.8,2,2,13.8,13.2,43.2,0,0,4,0.0|0%,5.2|69%,0.0|0%,118.3,1,1,49.4,16.4,35.4,0,7,8,1.9|26%,5.2|69%,18.0|100%x2+36%,103.5,17,1,10,9,15,5,4,No discomfort experienced,7.1700,5.1100,17.0060,24.2600,8.3600,77.8790
DP019,Desktop,E,F,25-34,2,2,Yes,1,36.38,1,21.447,5,2,2,4,12,4,0.8,0.6,0.5,5,1.663285198213035,8,9,10,8,0,137.803,92.95208558731018,0.7,0.9,0.3,5.6,1.344015115570174,5,2,4,3,0,73.922,77.52292364822691,0.4,0.8,0.7,2,0.9382890058721518,2,7,4,1,0,118.94,77.81255279005177,11,7,2,14,2,2,1,28.327,3,2,27.5,24.1,122.2,6,8,8,8.5|100% x 1 + 11%,6.8|90%,6.9|91%,184.8,3,2,38.3,9.3,64.5,2,0,0,5.3|70%,6.2|82%,6.4|85%,112.5,3,3,16.4,46.3,107.2,0,2,5,7.5|99%,4.4|58%,7.1|93%,170.2,13,17,3,16,6,8,2,No discomfort experienced,2.4000,6.1400,9.2010,5.8800,9.3900,-11.1030
DP020,Desktop,E,M,45-54,2,1,Yes,4,24.11,1,13.029,1,1,1,10,1,1,0.6,0.6,0.6,5,1.496956678391731,3,7,9,8,0,76.618,80.28386371216158,1,0.7,0.4,2.6,1.459938519728352,4,2,6,9,0,92.201,88.59886946589454,0.8,0.7,0.4,2.4,1.1018356807433272,2,4,4,3,0,77.54,87.82730175738361,7,7,1,10,6,1,1,4.543,2,2,29.7,103.2,53.1,2,7,0,12.1|100% x 1 + 59%,11.6|100% x 1 + 52%,11.1|100% x 1 + 46%,204.2,2,2,17.9,13.8,164.7,0,0,0,9.3|100% x 1 + 23%,10.1|100% x 1 + 33%,68.4|100% x 8 + 100%,196.8,1,1,63.8,17.5,112.1,0,0,0,8.2|100%x1+8%,11.2|100%x1+48%,97.6|100%x12+84%,193.7,1,1,1,10,1,1,1,No discomfort experienced,13.1900,6.7600,6.8230,-4.7100,18.8200,4.3920
DP021,Desktop,E,F,25-34,3,1,No,4,29.22,1,16.366,1,3,1,10,1,1,0.6,0.6,0.5,3.3,1.077145039979723,1,2,0,2,0,52.743,72.86541211047623,0.6,0.9,0.3,3.3,0.9694305359817508,9,5,5,8,0,92.676,84.44445833619112,0.6,0.6,0.3,3.1,0.6262490129331145,3,5,7,7,0,83.75,78.07025773870548,5,5,6,6,10,6,1,63.752,2,2,118.8,27.1,7.7,0,6,0,10.1|100% x 1 + 32%,42.3|100% x 5 + 57%,0.0|0%,153.9,2,2,52.9,14.5,32.4,0,2,0,9.0|100% x 1 + 18%,21.2|100% x 2 + 79%,25.0|100% x 3 + 29%,100,3,3,24.3,16.9,29.6,2,0,0,15.0|100%x1+97%,11.0|100%x1+44%,9.4|100%x1+23%,71.1,6,6,6,11,6,2,3,No discomfort experienced,14.3600,8.7500,21.4040,-31.4300,-21.1000,-40.6670
DP022,Desktop,E,M,35-44,4,4,Yes,4,52.01,0,17.062,13,12,14,14,13,1,0.6,0.6,0.8,4.7,1.963845443124443,4,2,5,2,0,128.922,83.96161991997832,0.5,0.6,0.8,3.2,1.414630542275104,4,1,2,4,0,45.936,73.19385649049194,0.6,0.7,0.3,2.3,0.5991525199970955,2,6,6,3,0,94.89,69.42826886214608,17,19,18,13,17,3,1,35.073,2,2,149.7,35.6,92.3,3,10,0,47.7|100% x 6 + 28%,10.4|100% x 1 + 37%,80.0|100% x 10 + 52%,333.6,2,2,36.4,187.1,33.8,0,2,6,57.9|100% x 7 + 61%,8.7|100% x 1 + 14%,10.0|100% x 1 + 32%,262.8,1,1,131.5,17.4,21.8,0,0,0,79.5|100%x10+46%,9.9|100%x1+30%,9.2|100%x1+21%,180.3,14,6,11,8,18,2,4,"Mild discomfort (lasted <10 mins, did not affect task completion)",7.3200,15.0000,24.2430,25.0100,15.1300,-43.2340
DP023,Desktop,E,M,45-54,4,3,Yes,4,25.04,1,12.558,5,2,2,14,3,3,0.5,0.6,0.9,3.9,1.734108827701297,0,2,4,1,0,66.713,91.7598204300429,1,0.7,0.4,2.6,1.459938519728352,5,2,4,6,0,83.736,88.59886946589454,0.8,0.4,0.7,3.2,1.3203218394567635,2,6,7,5,0,64.22,85.16828263073629,11,10,2,12,8,3,2,65.943,2,2,99.8,29.4,13.8,4,18,4,14.7|100% x 1 + 94%,24.2|100% x 3 + 18%,8.0|100% x 1,187,3,2,51,20.2,60,2,0,0,7.2|95%,15.8|100% x 2 + 9%,28.9|100% x 3 + 81%,134.9,3,1,10,51.6,34.5,0,0,0,4.8|63%,48.5|100%x6+38%,6.8|89%,100.1,10,3,3,7,6,5,2,No discomfort experienced,3.2600,6.7600,7.9150,10.3900,18.8200,25.0920
DP024,Desktop,E,M,35-44,1,0,Yes,4,29.79,1,13.184,10,0,0,5,3,0,0.5,0.6,0.8,3.6,1.493473945662541,2,4,5,1,0,103.035,92.58084767907805,0.3,0.8,1,2.8,1.313142766267593,8,3,1,7,0,160.717,91.80221360835567,0.3,0.7,0.7,3.5,0.9037575438289032,2,2,2,3,0,67.07,78.74701411254637,10,15,0,12,6,0,1,3.951,2,2,84,12.8,46.9,0,10,0,9.3|100% x 1 + 22%,11.7|100% x 1 + 55%,42.4|100% x 5 + 58%,144.1,3,2,77.2,37.8,113.7,0,0,0,9.6|100% x 1 + 27%,58.4|100% x 7 + 69%,11.1|100% x 1 + 46%,229,1,3,11.1,105,43.1,0,0,2,0.0|0%,93.7|100%x12+33%,57.0|100%x7+50%,280.4,14,7,0,14,5,0,0,No discomfort experienced,2.3500,6.7900,13.5640,-4.9300,6.8700,-14.3750
DP025,Desktop,E,M,25-34,4,0,No,4,37.34,1,16.066,1,2,1,20,1,0,0.5,0.6,0.8,4.6,1.626705874861481,6,11,5,4,0,175.599,96.15764941589327,0.7,1,0.4,2.6,1.459938519728352,7,12,16,7,0,139.597,88.59886946589454,0.4,0.8,0.7,2.7,1.1977508950476154,2,6,2,2,0,93.86,89.28698527228019,8,8,2,17,8,1,1,54.256,2,2,135.8,3.2,1.9,0,2,0,0.0|0%,35.2|100% x 4 + 64%,0.0|0%,141.2,2,2,130,24.8,67.7,0,3,15,7.9|100% x 1,35.5|100% x 4 + 67%,21.0|100% x 2 + 76%,222.8,2,2,16.1,108.2,28.4,0,0,0,8.5|100%x1+12%,12.9|100%x1+70%,9.5|100%x1+25%,164.1,5,3,4,17,2,1,0,No discomfort experienced,1.9400,6.7600,6.7070,3.5500,18.8200,13.4790
DP026,Desktop,E,F,35-44,0,0,No,4,59.08,0,39.424,5,0,2,10,5,0,0.6,0.6,0.8,3.6,1.792168734795049,8,8,27,20,0,249.831,85.569649451773,0.5,0.7,0.4,3.2,0.8252011496604774,6,4,15,11,0,127.43,69.0091194427774,0.7,0.7,0.8,3.1,2.2730519728683416,4,5,13,8,0,166.36,51.44900205334202,15,0,4,10,15,0,1,33.423,2,2,167.2,18.6,155,0,0,0,0.0|0%,42.7|100% x 5 + 62%,97.1|100% x 12 + 78%,416.4,3,3,93.8,21.9,136.9,0,0,0,6.7|88%,63.9|100% x 8 + 41%,47.6|100% x 6 + 26%,284.7,3,3,40.3,37.2,92.6,0,0,0,27.9|100%x3+67%,20.1|100%x2+64%,13.2|100%x1+74%,176.9,7,0,15,7,7,0,2,No discomfort experienced,5.4300,19.7300,18.8990,14.0800,-32.8400,115.3570
DP027,Desktop,E,M,35-44,1,1,No,2,26.54,0,7.846,9,8,8,13,13,14,0.5,0.5,0.5,2,0.5235987755982987,0,0,0,0,0,10.139,28.44041912029582,0.5,0.5,0.5,2,0.5235987755982987,0,0,0,0,0,2.858,32.81948597961032,0.5,0.5,0.5,2,0.5235987755982989,0,0,0,0,0,10.63,57.91057449127415,12,13,13,13,13,16,1,3.079,3,3,10.7,61.6,9.3,0,4,4,0.0|0%,0.0|0%,0.0|0%,86.5,2,2,40,1.1,1.6,0,2,0,0.0|0%,0.0|0%,0.0|0%,43,1,1,25.9,1.2,0.7,0,0,0,0.0|0%,0.0|0%,0.0|0%,28.1,13,13,13,13,16,13,4,No discomfort experienced,47.7100,46.4500,34.9390,-66.6700,-57.3900,-50.3920
DP028,Desktop,E,M,45-54,1,3,Yes,4,23.95,1,6.317,2,0,0,16,2,0,0.6,0.5,0.8,4.2,1.581915525346075,5,6,7,2,0,194.091,100,1,0.7,0.4,2.5,1.420046555386511,4,1,5,8,0,105.406,88.28734663905125,0.7,0.6,0.3,4,0.8167304063250844,2,4,1,2,0,85.85,76.29296152156672,10,10,0,14,10,0,1,42.103,2,2,307.1,106.8,82.5,0,0,0,35.9|100% x 4 + 72%,39.6|100% x 5 + 21%,6.0|78%,501,2,2,85.4,87.8,109.3,0,0,0,9.1|100% x 1 + 20%,17.5|100% x 2 + 31%,28.9|100% x 3 + 80%,282.7,1,3,29.5,199,80.2,0,5,16,5.9|78%,110.2|100%x14+50%,14.8|100%x1+94%,332.3,15,13,0,13,15,0,0,No discomfort experienced,1.7000,6.1000,14.8150,0.7000,15.5800,-22.6200
DP029,Desktop,N,M,18-24,0,0,No,2,29.05,1,38.486,11,12,0,10,4,0,0.6,0.6,0.8,3.8,1.831627826846798,6,6,4,8,0,90.473,86.7849708108296,0.5,0.8,0.2,2.6,0.4171252913509577,2,11,4,1,0,50.895,69.78579334088879,0.7,0.4,0.3,2.3,0.3994350133313969,3,1,2,2,0,34.79,59.59165371075914,7,5,2,3,2,1,1,60.817,1,2,19.5,110.8,79.4,4,0,0,15.9|100% x 2 + 9%,6.4|85%,73.9|100% x 9 + 73%,210,2,2,23.6,72.6,127.6,2,5,9,6.0|80%,8.6|100% x 1 + 13%,75.3|100% x 9 + 91%,298.5,1,3,105.4,10,40.4,0,0,0,5.1|67%,5.8|76%,33.4|100%x4+39%,156.1,10,10,5,9,4,1,4,No discomfort experienced,5.7500,50.5700,44.6380,16.5900,-66.0500,-62.1560
DP030,Desktop,E,M,45-54,2,1,No,4,22.94,1,8.533,1,0,1,18,0,1,0.9,0.6,0.5,4.1,1.765298875630121,5,4,0,3,0,63.716,92.85369376240851,1,0.7,0.3,2.6,1.094953889796264,2,5,4,1,0,44.621,91.37768069220063,0.6,0.8,0.7,4.9,2.3167183867657783,3,5,4,3,0,63.11,40.95718357274365,10,0,3,10,6,1,1,41.761,2,2,81.2,32.7,44.8,0,9,0,16.1|100% x 2 + 11%,37.4|100% x 4 + 93%,25.4|100% x 3 + 34%,158.9,1,2,18.9,60.5,30.1,2,0,2,52.6|100% x 6 + 92%,8.7|100% x 1 + 15%,9.4|100% x 1 + 23%,148.7,3,1,56.6,17,25.9,0,0,0,28.6|100%x3+76%,8.9|100%x1+17%,20.2|100%x2+66%,102.5,13,0,3,5,10,4,1,No discomfort experienced,3.5600,6.6900,20.2520,12.3700,-10.8800,119.4940
